crym,tco_btc_nm,ma_fem_dc,agegrp_dc,tco_btc_u_ct,tco_btc_u_am
202008,중식,2,80,1146,38339040
202008,중식,2,90,48,1865100
202008,양식,1,10,67,3658250
202008,양식,1,20,15657,516212577
202008,양식,1,30,39162,1429928247
202008,양식,1,40,44227,1601328881
202008,양식,1,50,28648,991881125
202008,양식,1,60,7901,280866791
202008,양식,1,70,1603,61191537
202008,양식,1,80,306,9674070
202008,양식,1,90,12,353880
202008,양식,2,0,2,40200
202008,양식,2,10,120,3872430
202008,양식,2,20,26214,826041435
202008,양식,2,30,50133,1631872085
202008,양식,2,40,71098,2216715492
202008,양식,2,50,49659,1511868753
202008,양식,2,60,12628,432973557
202008,양식,2,70,2101,77213591
202008,양식,2,80,306,12082400
202008,양식,2,90,8,322000
202008,패스트푸드점,1,0,3,16800
202008,패스트푸드점,1,10,294,2761420
202008,패스트푸드점,1,20,48125,407906409
202008,패스트푸드점,1,30,148376,1292633984
202008,패스트푸드점,1,40,191179,1853014902
202008,패스트푸드점,1,50,91661,850888239
202008,패스트푸드점,1,60,23315,194906628
202008,패스트푸드점,1,70,6058,48451050
202008,패스트푸드점,1,80,1616,12282110
202008,패스트푸드점,1,90,104,1015400
202008,패스트푸드점,2,0,3,38200
202008,패스트푸드점,2,10,207,1482310
202008,패스트푸드점,2,20,43216,367681872
202008,패스트푸드점,2,30,151154,1361957886
202008,패스트푸드점,2,40,270677,2607563508
202008,패스트푸드점,2,50,144432,1278816760
202008,패스트푸드점,2,60,39278,325127780
202008,패스트푸드점,2,70,9249,76982075
202008,패스트푸드점,2,80,1313,10667170
202008,패스트푸드점,2,90,37,338800
202008,패밀리레스토랑,1,10,26,897900
202008,패밀리레스토랑,1,20,4066,121776343
202008,패밀리레스토랑,1,30,13316,399754822
202008,패밀리레스토랑,1,40,20869,613737254
202008,패밀리레스토랑,1,50,13468,378022693
202008,패밀리레스토랑,1,60,3294,90071078
202008,패밀리레스토랑,1,70,762,21733608
202008,패밀리레스토랑,1,80,141,4666808
202008,패밀리레스토랑,1,90,8,223300
202008,패밀리레스토랑,2,0,1,24000
202008,패밀리레스토랑,2,10,20,781888
202008,패밀리레스토랑,2,20,4655,144607649
202008,패밀리레스토랑,2,30,14743,456927253
202008,패밀리레스토랑,2,40,30614,870839390
202008,패밀리레스토랑,2,50,20925,573881589
202008,패밀리레스토랑,2,60,5579,156308795
202008,패밀리레스토랑,2,70,1162,35398513
202008,패밀리레스토랑,2,80,199,5947438
202008,패밀리레스토랑,2,90,3,102000
202009,한식,1,0,9,285400
202009,한식,1,10,896,30093465
202009,한식,1,20,150566,4813813476
202009,한식,1,30,458947,14950784011
202009,한식,1,40,753944,24814108491
202009,한식,1,50,608308,19738266920
202009,한식,1,60,251439,8055149282
202009,한식,1,70,61487,1839700644
202009,한식,1,80,10097,306981840
202009,한식,1,90,337,11238660
202009,한식,2,0,2,52500
202009,한식,2,10,702,21547960
202009,한식,2,20,154429,4852334617
202009,한식,2,30,389920,12295499590
202009,한식,2,40,781008,23765433551
202009,한식,2,50,697944,21566802576
202009,한식,2,60,257351,8361326853
202009,한식,2,70,53601,1742064489
202009,한식,2,80,7435,235598710
202009,한식,2,90,189,8832150
202009,일식,1,10,93,3778300
202009,일식,1,20,18318,720139647
202009,일식,1,30,42514,1900212984
202009,일식,1,40,53652,2549266241
202009,일식,1,50,40132,1894836345
202009,일식,1,60,13473,665146215
202009,일식,1,70,3202,143469360
202009,일식,1,80,690,30283990
202009,일식,1,90,31,740000
202009,일식,2,10,63,1970500
202009,일식,2,20,21338,769300709
202009,일식,2,30,37942,1456356557
202009,일식,2,40,64473,2470337198
202009,일식,2,50,51947,2022213416
202009,일식,2,60,15399,664749000
202009,일식,2,70,3159,128237050
202009,일식,2,80,547,19162410
202009,일식,2,90,21,860300
202009,중식,1,10,121,2695120
202009,중식,1,20,23283,539797627
202009,중식,1,30,77710,1905179303
202009,중식,1,40,127650,3026427235
202009,중식,1,50,82585,1866000864
202009,중식,1,60,27835,631148896
202009,중식,1,70,6614,153363637
202009,중식,1,80,1118,29238720
202009,중식,1,90,48,1569140
202009,중식,2,0,3,65000
202009,중식,2,10,98,1989172
202009,중식,2,20,21731,513886745
202009,중식,2,30,60305,1505500619
202009,중식,2,40,125656,2892240631
202009,중식,2,50,87875,2012715904
202009,중식,2,60,28933,699015043
202009,중식,2,70,6534,159002901
202009,중식,2,80,987,26366650
202009,중식,2,90,27,879600
202009,양식,1,10,76,2347100
202009,양식,1,20,13213,425235809
202009,양식,1,30,30896,1079176762
202009,양식,1,40,33305,1115988890
202009,양식,1,50,22490,714340398
202009,양식,1,60,6315,207376712
202009,양식,1,70,1277,42230369
202009,양식,1,80,297,8351975
202009,양식,1,90,13,396500
202009,양식,2,10,72,2307491
202009,양식,2,20,20813,636507519
202009,양식,2,30,38391,1161656669
202009,양식,2,40,52912,1471580730
202009,양식,2,50,39703,1106635929
202009,양식,2,60,10360,339475837
202009,양식,2,70,1701,56895506
202009,양식,2,80,259,9206545
202009,양식,2,90,7,270500
202009,패스트푸드점,1,0,2,8700
202009,패스트푸드점,1,10,254,2574470
202009,패스트푸드점,1,20,43974,371395198
202009,패스트푸드점,1,30,132150,1140119587
202009,패스트푸드점,1,40,164504,1600088710
202009,패스트푸드점,1,50,79338,755525596
202009,패스트푸드점,1,60,19703,169812955
202009,패스트푸드점,1,70,4894,41945960
202009,패스트푸드점,1,80,1233,10410120
202009,패스트푸드점,1,90,108,841030
202009,패스트푸드점,2,0,1,4900
202009,패스트푸드점,2,10,194,1661990
202009,패스트푸드점,2,20,38634,325465038
202009,패스트푸드점,2,30,131486,1178977083
202009,패스트푸드점,2,40,234206,2280994508
202009,패스트푸드점,2,50,125881,1149920288
202009,패스트푸드점,2,60,32601,281204621
202009,패스트푸드점,2,70,7505,66142850
202009,패스트푸드점,2,80,1129,10039030
202009,패스트푸드점,2,90,27,337100
202009,패밀리레스토랑,1,10,23,1194260
202009,패밀리레스토랑,1,20,3759,107725054
202009,패밀리레스토랑,1,30,10821,309199730
202009,패밀리레스토랑,1,40,16890,455647775
202009,패밀리레스토랑,1,50,11148,300766336
202009,패밀리레스토랑,1,60,2888,77412430
202009,패밀리레스토랑,1,70,626,15816028
202009,패밀리레스토랑,1,80,120,3264010
202009,패밀리레스토랑,1,90,5,124450
202009,패밀리레스토랑,2,10,10,331730
202009,패밀리레스토랑,2,20,3949,121311346
202009,패밀리레스토랑,2,30,11466,325701769
202009,패밀리레스토랑,2,40,24550,643684318
202009,패밀리레스토랑,2,50,17781,457318736
202009,패밀리레스토랑,2,60,4753,125683948
202009,패밀리레스토랑,2,70,996,25975331
202009,패밀리레스토랑,2,80,188,5220505
202009,패밀리레스토랑,2,90,4,74240
202010,한식,1,0,4,60000
202010,한식,1,10,943,30254830
202010,한식,1,20,167392,5595644868
202010,한식,1,30,504692,17703224772
202010,한식,1,40,822933,28963930713
202010,한식,1,50,658409,22566268027
202010,한식,1,60,271555,9332235857
202010,한식,1,70,67950,2249293190
202010,한식,1,80,10952,361358897
202010,한식,1,90,376,15703520
202010,한식,2,0,6,206800
202010,한식,2,10,732,22907260
202010,한식,2,20,176322,5822558139
202010,한식,2,30,445826,15007112620
202010,한식,2,40,877152,28199475864
202010,한식,2,50,775389,25494861842
202010,한식,2,60,292643,10364031758
202010,한식,2,70,61640,2195011475
202010,한식,2,80,8432,300540186
202010,한식,2,90,285,12145300
202010,일식,1,10,96,4146750
202010,일식,1,20,19935,834151575
202010,일식,1,30,46863,2289356903
202010,일식,1,40,60850,3151225361
202010,일식,1,50,45806,2333632721
202010,일식,1,60,16425,911826376
202010,일식,1,70,4097,204587410
202010,일식,1,80,760,33944970
202010,일식,1,90,34,1641005
202010,일식,2,0,3,48500
202010,일식,2,10,80,2960500
202010,일식,2,20,24132,938608053
202010,일식,2,30,43750,1886123829
202010,일식,2,40,75619,3095085053
202010,일식,2,50,61475,2670963612
202010,일식,2,60,18966,961847457
202010,일식,2,70,3938,194121220
202010,일식,2,80,664,27170060
202010,일식,2,90,28,1799650
202010,중식,1,10,131,3016180
202010,중식,1,20,24422,591196484
202010,중식,1,30,81765,2119289767
202010,중식,1,40,136478,3347423217
202010,중식,1,50,88513,2062765347
202010,중식,1,60,29018,687132558
202010,중식,1,70,6909,171159910
202010,중식,1,80,1233,34012132
202010,중식,1,90,54,2689300
202010,중식,2,0,4,158520
202010,중식,2,10,129,2499340
202010,중식,2,20,24104,586287229
202010,중식,2,30,67023,1775541251
202010,중식,2,40,138520,3240629238
202010,중식,2,50,96571,2265540216
202010,중식,2,60,30787,800908113
202010,중식,2,70,6968,188970527
202010,중식,2,80,1069,32148155
202010,중식,2,90,33,2096700
202010,양식,1,0,2,55400
202010,양식,1,10,60,1912900
202010,양식,1,20,15562,522639995
202010,양식,1,30,38223,1390596505
202010,양식,1,40,41507,1508967332
202010,양식,1,50,27072,916959692
202010,양식,1,60,7739,287903817
202010,양식,1,70,1441,59104639
202010,양식,1,80,333,13308280
202010,양식,1,90,26,692100
202010,양식,2,0,1,44000
202010,양식,2,10,74,1974648
202010,양식,2,20,25980,837274363
202010,양식,2,30,49916,1664644256
202010,양식,2,40,66880,1956706182
202010,양식,2,50,48898,1484584098
202010,양식,2,60,12968,451158963
202010,양식,2,70,2150,79199694
202010,양식,2,80,350,13339250
202010,양식,2,90,21,1155145
202010,패스트푸드점,1,0,3,61400
202010,패스트푸드점,1,10,253,2402600
202010,패스트푸드점,1,20,45566,385720954
202010,패스트푸드점,1,30,134899,1154799560
202010,패스트푸드점,1,40,177262,1693870077
202010,패스트푸드점,1,50,85298,803132628
202010,패스트푸드점,1,60,20147,171567319
202010,패스트푸드점,1,70,4896,39588410
202010,패스트푸드점,1,80,1272,10764100
202010,패스트푸드점,1,90,94,914050
202010,패스트푸드점,2,0,4,60100
202010,패스트푸드점,2,10,166,1455360
202010,패스트푸드점,2,20,39821,335591225
202010,패스트푸드점,2,30,138258,1227522776
202010,패스트푸드점,2,40,255340,2422244676
202010,패스트푸드점,2,50,134368,1190075778
202010,패스트푸드점,2,60,34289,291042787
202010,패스트푸드점,2,70,7543,64861321
202010,패스트푸드점,2,80,1077,9161890
202010,패스트푸드점,2,90,27,267850
202010,패밀리레스토랑,1,10,17,532200
202010,패밀리레스토랑,1,20,3637,108965978
202010,패밀리레스토랑,1,30,10529,320800767
202010,패밀리레스토랑,1,40,16098,472257176
202010,패밀리레스토랑,1,50,10550,288893053
202010,패밀리레스토랑,1,60,2580,72924619
202010,패밀리레스토랑,1,70,557,16199265
202010,패밀리레스토랑,1,80,89,3309605
202010,패밀리레스토랑,1,90,11,308430
202010,패밀리레스토랑,2,10,18,540585
202010,패밀리레스토랑,2,20,3888,122418795
202010,패밀리레스토랑,2,30,11723,368457020
202010,패밀리레스토랑,2,40,24039,655332925
202010,패밀리레스토랑,2,50,16834,456778428
202010,패밀리레스토랑,2,60,4263,123408343
202010,패밀리레스토랑,2,70,856,23528079
202010,패밀리레스토랑,2,80,162,4956884
202010,패밀리레스토랑,2,90,4,85460
202011,한식,1,0,1,71100
202011,한식,1,10,855,28731559
202011,한식,1,20,160100,5349126198
202011,한식,1,30,483558,17009715701
202011,한식,1,40,803523,27942180150
202011,한식,1,50,652971,22322220822
202011,한식,1,60,267504,9240967691
202011,한식,1,70,65989,2203980881
202011,한식,1,80,10831,357757190
202011,한식,1,90,426,16873551
202011,한식,2,0,5,150300
202011,한식,2,10,719,22990550
202011,한식,2,20,168753,5586490321
202011,한식,2,30,427700,14378424577
202011,한식,2,40,857197,27311122048
202011,한식,2,50,762011,25111582662
202011,한식,2,60,285448,10334649689
202011,한식,2,70,60741,2185987459
202011,한식,2,80,8355,292215314
202011,한식,2,90,246,10569700
202011,일식,1,10,85,3026900
202011,일식,1,20,19359,828604854
202011,일식,1,30,43718,2157391270
202011,일식,1,40,56743,2884605748
202011,일식,1,50,43525,2216551325
202011,일식,1,60,14651,833486038
202011,일식,1,70,3549,177529270
202011,일식,1,80,755,35632310
202011,일식,1,90,44,1944100
202011,일식,2,10,62,1794400
202011,일식,2,20,23138,893299896
202011,일식,2,30,40168,1678619387
202011,일식,2,40,70480,2814924708
202011,일식,2,50,57530,2450208785
202011,일식,2,60,17099,884188386
202011,일식,2,70,3416,169998852
202011,일식,2,80,588,27834690
202011,일식,2,90,29,864700
202011,중식,1,0,1,12000
202011,중식,1,10,144,2985450
202011,중식,1,20,23965,578167415
202011,중식,1,30,79725,2054572103
202011,중식,1,40,134164,3266690635
202011,중식,1,50,88734,2062686355
202011,중식,1,60,29258,709567754
202011,중식,1,70,6960,173034352
202011,중식,1,80,1229,37087595
202011,중식,1,90,66,1924260
202011,중식,2,0,7,168900
202011,중식,2,10,121,2223090
202011,중식,2,20,23085,561680387
202011,중식,2,30,62800,1663828460
202011,중식,2,40,135773,3170733788
202011,중식,2,50,96159,2249466701
202011,중식,2,60,31350,824246126
202011,중식,2,70,7115,192040907
202011,중식,2,80,1140,33217016
202011,중식,2,90,44,2163400
202011,양식,1,10,71,2596900
202011,양식,1,20,14008,485329023
202011,양식,1,30,34523,1329993700
202011,양식,1,40,38238,1388718735
202011,양식,1,50,25672,884969237
202011,양식,1,60,7075,261621589
202011,양식,1,70,1382,55984756
202011,양식,1,80,282,9787637
202011,양식,1,90,15,322075
202011,양식,2,0,1,11900
202011,양식,2,10,65,1895320
202011,양식,2,20,23639,790680922
202011,양식,2,30,44702,1539263307
202011,양식,2,40,62242,1904844261
202011,양식,2,50,45867,1421487170
202011,양식,2,60,12044,420228725
202011,양식,2,70,1967,79817115
202011,양식,2,80,296,12819530
202011,양식,2,90,6,394800
202011,패스트푸드점,1,0,8,73400
202011,패스트푸드점,1,10,261,2428940
202011,패스트푸드점,1,20,42295,361656946
202011,패스트푸드점,1,30,124950,1077639300
202011,패스트푸드점,1,40,164093,1563568938
202011,패스트푸드점,1,50,82015,762462412
202011,패스트푸드점,1,60,19143,162038650
202011,패스트푸드점,1,70,4967,40974540
202011,패스트푸드점,1,80,1263,10309370
202011,패스트푸드점,1,90,78,872600
202011,패스트푸드점,2,0,4,101300
202011,패스트푸드점,2,10,143,1315590
202011,패스트푸드점,2,20,37636,320498886
202011,패스트푸드점,2,30,127113,1121343673
202011,패스트푸드점,2,40,236255,2230496807
202011,패스트푸드점,2,50,128563,1148458389
202011,패스트푸드점,2,60,32325,274840740
202011,패스트푸드점,2,70,7047,61319640
202011,패스트푸드점,2,80,1157,9767390
202011,패스트푸드점,2,90,23,270900
202011,패밀리레스토랑,1,10,21,421880
202011,패밀리레스토랑,1,20,3543,105925266
202011,패밀리레스토랑,1,30,10997,341685073
202011,패밀리레스토랑,1,40,17278,496926726
202011,패밀리레스토랑,1,50,11614,318715592
202011,패밀리레스토랑,1,60,2747,74435663
202011,패밀리레스토랑,1,70,547,15616232
202011,패밀리레스토랑,1,80,104,3119072
202011,패밀리레스토랑,1,90,9,229620
202011,패밀리레스토랑,2,10,11,536033
202011,패밀리레스토랑,2,20,3928,129544761
202011,패밀리레스토랑,2,30,11893,384034882
202011,패밀리레스토랑,2,40,25280,699788830
202011,패밀리레스토랑,2,50,17859,484376950
202011,패밀리레스토랑,2,60,4660,127977836
202011,패밀리레스토랑,2,70,980,27697952
202011,패밀리레스토랑,2,80,174,5060628
202011,패밀리레스토랑,2,90,4,52830
202012,한식,1,0,3,62000
202012,한식,1,10,598,19333070
202012,한식,1,20,116127,3509428946
202012,한식,1,30,354892,10849630185
202012,한식,1,40,627541,19779580975
202012,한식,1,50,528550,16861940990
202012,한식,1,60,211862,6708630174
202012,한식,1,70,48527,1442805811
202012,한식,1,80,7972,231021940
202012,한식,1,90,341,13418790
202012,한식,2,0,2,27800
202012,한식,2,10,457,13889730
202012,한식,2,20,110927,3281700685
202012,한식,2,30,286848,8528757214
202012,한식,2,40,634870,18463588705
202012,한식,2,50,573999,17327104371
202012,한식,2,60,202688,6519857360
202012,한식,2,70,41683,1341359068
202012,한식,2,80,5871,194137289
202012,한식,2,90,188,12610900
202012,일식,1,10,65,2743830
202012,일식,1,20,13926,562109506
202012,일식,1,30,33828,1494414578
202012,일식,1,40,47472,2201685368
202012,일식,1,50,37396,1776069790
202012,일식,1,60,12366,624317102
202012,일식,1,70,2828,129012330
202012,일식,1,80,544,23094340
202012,일식,1,90,50,2691200
202012,일식,2,0,3,70000
202012,일식,2,10,58,1960970
202012,일식,2,20,15388,556572793
202012,일식,2,30,28797,1113013273
202012,일식,2,40,56224,2119660157
202012,일식,2,50,45798,1826181542
202012,일식,2,60,13214,586176739
202012,일식,2,70,2708,121604350
202012,일식,2,80,423,18221730
202012,일식,2,90,22,721100
202012,중식,1,0,1,10000
202012,중식,1,10,103,2312450
202012,중식,1,20,20221,456224534
202012,중식,1,30,67399,1612258134
202012,중식,1,40,119189,2803864666
202012,중식,1,50,80657,1876557502
202012,중식,1,60,26058,603327676
202012,중식,1,70,5674,132474158
202012,중식,1,80,1059,25898630
202012,중식,1,90,42,1314900
202012,중식,2,0,5,78300
202012,중식,2,10,103,1851480
202012,중식,2,20,17873,406857103
202012,중식,2,30,49568,1219602068
202012,중식,2,40,117672,2696880444
202012,중식,2,50,83900,1940119625
202012,중식,2,60,25841,641131531
202012,중식,2,70,5895,154204603
202012,중식,2,80,1010,27740600
202012,중식,2,90,34,1251500
202012,양식,1,10,60,1454900
202012,양식,1,20,9486,331491935
202012,양식,1,30,22314,808439901
202012,양식,1,40,25900,881566342
202012,양식,1,50,18784,657749043
202012,양식,1,60,5141,187591266
202012,양식,1,70,1047,41245341
202012,양식,1,80,245,9347350
202012,양식,1,90,15,234800
202012,양식,2,10,46,1373500
202012,양식,2,20,13805,440815292
202012,양식,2,30,25722,825424663
202012,양식,2,40,41044,1202298784
202012,양식,2,50,31458,938007481
202012,양식,2,60,7911,263371638
202012,양식,2,70,1348,52503307
202012,양식,2,80,230,10073240
202012,양식,2,90,9,518100
202012,패스트푸드점,1,10,218,2310900
202012,패스트푸드점,1,20,39345,344857904
202012,패스트푸드점,1,30,115874,1035212320
202012,패스트푸드점,1,40,153137,1546969081
202012,패스트푸드점,1,50,78342,774978212
202012,패스트푸드점,1,60,19001,169979280
202012,패스트푸드점,1,70,4494,41390455
202012,패스트푸드점,1,80,1225,10178980
202012,패스트푸드점,1,90,79,1142550
202012,패스트푸드점,2,0,5,37300
202012,패스트푸드점,2,10,129,1471040
202012,패스트푸드점,2,20,34250,300783978
202012,패스트푸드점,2,30,111455,1032658101
202012,패스트푸드점,2,40,215749,2171192659
202012,패스트푸드점,2,50,120689,1140823720
202012,패스트푸드점,2,60,30508,276518880
202012,패스트푸드점,2,70,6430,61391910
202012,패스트푸드점,2,80,1081,9980284
202012,패스트푸드점,2,90,22,335300
202012,패밀리레스토랑,1,10,27,1309251
202012,패밀리레스토랑,1,20,3809,120825981
202012,패밀리레스토랑,1,30,11156,333839620
202012,패밀리레스토랑,1,40,18562,528110805
202012,패밀리레스토랑,1,50,13470,376688485
202012,패밀리레스토랑,1,60,3397,90516611
202012,패밀리레스토랑,1,70,643,17881625
202012,패밀리레스토랑,1,80,115,3281341
202012,패밀리레스토랑,1,90,7,338740
202012,패밀리레스토랑,2,10,17,657210
202012,패밀리레스토랑,2,20,3698,125543513
202012,패밀리레스토랑,2,30,10755,324588938
202012,패밀리레스토랑,2,40,26032,721636065
202012,패밀리레스토랑,2,50,20311,555120038
202012,패밀리레스토랑,2,60,5345,142969896
202012,패밀리레스토랑,2,70,1163,31759309
202012,패밀리레스토랑,2,80,180,4899008
202012,패밀리레스토랑,2,90,6,128920
202101,한식,1,0,10,450800
202101,한식,1,10,532,16571885
202101,한식,1,20,114328,3505999370
202101,한식,1,30,356410,10941412956
202101,한식,1,40,635087,20334597598
202101,한식,1,50,534371,17253687369
202101,한식,1,60,215463,6721233600
202101,한식,1,70,49503,1469040867
202101,한식,1,80,8124,244266367
202101,한식,1,90,382,13537250
202101,한식,2,0,6,168300
202101,한식,2,10,502,13770900
202101,한식,2,20,111778,3406552414
202101,한식,2,30,287834,8634842984
202101,한식,2,40,643359,19149897629
202101,한식,2,50,585038,17815850457
202101,한식,2,60,209914,6663992666
202101,한식,2,70,43026,1370698796
202101,한식,2,80,6027,207131610
202101,한식,2,90,167,6248400
202101,일식,1,10,64,2146100
202101,일식,1,20,14051,549226967
202101,일식,1,30,33514,1463944567
202101,일식,1,40,47622,2212768564
202101,일식,1,50,37691,1788206255
202101,일식,1,60,12674,617670810
202101,일식,1,70,2792,122947097
202101,일식,1,80,592,24261290
202101,일식,1,90,42,1508500
202101,일식,2,0,1,7200
202101,일식,2,10,60,2308500
202101,일식,2,20,15623,558592921
202101,일식,2,30,28881,1104719445
202101,일식,2,40,57430,2180848514
202101,일식,2,50,46935,1863625338
202101,일식,2,60,13876,596024091
202101,일식,2,70,2737,115186280
202101,일식,2,80,437,17321220
202101,일식,2,90,20,765700
202101,중식,1,0,5,146300
202101,중식,1,10,94,2291380
202101,중식,1,20,20218,470218047
202101,중식,1,30,66470,1620415752
202101,중식,1,40,118628,2840685335
202101,중식,1,50,81167,1903376613
202101,중식,1,60,26281,598352620
202101,중식,1,70,6013,137670931
202101,중식,1,80,1032,26706740
202101,중식,1,90,50,2117100
202101,중식,2,0,7,155500
202101,중식,2,10,96,2110870
202101,중식,2,20,18677,427188528
202101,중식,2,30,49374,1240023992
202101,중식,2,40,117676,2725044962
202101,중식,2,50,83940,1963166320
202101,중식,2,60,26813,654884974
202101,중식,2,70,5997,152791076
202101,중식,2,80,970,25343834
202101,중식,2,90,37,1386700
202101,양식,1,0,1,25000
202101,양식,1,10,61,1686700
202101,양식,1,20,9418,306461200
202101,양식,1,30,22626,774494884
202101,양식,1,40,27397,945816022
202101,양식,1,50,20188,702085401
202101,양식,1,60,5460,191853710
202101,양식,1,70,1041,44702900
202101,양식,1,80,228,7449595
202101,양식,1,90,16,419400
202101,양식,2,0,1,80360
202101,양식,2,10,54,1579850
202101,양식,2,20,14777,464874343
202101,양식,2,30,26956,839289844
202101,양식,2,40,44212,1300666825
202101,양식,2,50,34066,999518567
202101,양식,2,60,8484,274663356
202101,양식,2,70,1307,48375978
202101,양식,2,80,235,7982720
202101,양식,2,90,10,708100
202101,패스트푸드점,1,0,5,39000
202101,패스트푸드점,1,10,216,2092100
202101,패스트푸드점,1,20,37107,331420337
202101,패스트푸드점,1,30,110741,998312449
202101,패스트푸드점,1,40,146818,1500915412
202101,패스트푸드점,1,50,74693,755034208
202101,패스트푸드점,1,60,17822,163742900
202101,패스트푸드점,1,70,4106,38930160
202101,패스트푸드점,1,80,1021,9008100
202101,패스트푸드점,1,90,73,624930
202101,패스트푸드점,2,0,2,42700
202101,패스트푸드점,2,10,123,1302770
202101,패스트푸드점,2,20,31542,282681127
202101,패스트푸드점,2,30,105075,984392512
202101,패스트푸드점,2,40,203454,2088576089
202101,패스트푸드점,2,50,112144,1084456699
202101,패스트푸드점,2,60,29762,276983800
202101,패스트푸드점,2,70,6190,58777880
202101,패스트푸드점,2,80,940,8705880
202101,패스트푸드점,2,90,19,277900
202101,패밀리레스토랑,1,10,13,747780
202101,패밀리레스토랑,1,20,3497,105816470
202101,패밀리레스토랑,1,30,10108,296001748
202101,패밀리레스토랑,1,40,17034,488200719
202101,패밀리레스토랑,1,50,12361,344136523
202101,패밀리레스토랑,1,60,3300,87035251
202101,패밀리레스토랑,1,70,653,17015351
202101,패밀리레스토랑,1,80,117,3384415
202101,패밀리레스토랑,1,90,10,228670
202101,패밀리레스토랑,2,10,14,342100
202101,패밀리레스토랑,2,20,3528,114152313
202101,패밀리레스토랑,2,30,10021,294077099
202101,패밀리레스토랑,2,40,23523,642776941
202101,패밀리레스토랑,2,50,18084,484544038
202101,패밀리레스토랑,2,60,5126,132473181
202101,패밀리레스토랑,2,70,1060,28523043
202101,패밀리레스토랑,2,80,168,5045910
202101,패밀리레스토랑,2,90,4,97960
202102,한식,1,0,12,458900
202102,한식,1,10,549,18243380
202102,한식,1,20,114853,3821581672
202102,한식,1,30,351693,11658230998
202102,한식,1,40,612939,20826985223
202102,한식,1,50,509654,17150096357
202102,한식,1,60,207602,6693560674
202102,한식,1,70,47759,1465767879
202102,한식,1,80,8013,253637650
202102,한식,1,90,368,11828340
202102,한식,2,0,2,41000
202102,한식,2,10,468,15875250
202102,한식,2,20,116350,3806523376
202102,한식,2,30,291465,9297153076
202102,한식,2,40,620055,19445473225
202102,한식,2,50,560205,17726473402
202102,한식,2,60,206565,6794517523
202102,한식,2,70,42820,1445997183
202102,한식,2,80,6390,226193100
202102,한식,2,90,222,9171960
202102,일식,1,10,65,2043830
202102,일식,1,20,14180,604147095
202102,일식,1,30,33697,1551436696
202102,일식,1,40,47749,2372527046
202102,일식,1,50,36710,1832895766
202102,일식,1,60,12937,676646145
202102,일식,1,70,3158,139847262
202102,일식,1,80,661,25268495
202102,일식,1,90,35,1883200
202102,일식,2,10,79,2193940
202102,일식,2,20,17102,641417274
202102,일식,2,30,30828,1244510202
202102,일식,2,40,57687,2305132252
202102,일식,2,50,46222,1887568815
202102,일식,2,60,13945,631587579
202102,일식,2,70,2926,126595105
202102,일식,2,80,506,21325680
202102,일식,2,90,21,658640
202102,중식,1,0,2,25000
202102,중식,1,10,92,2461348
202102,중식,1,20,18524,450344135
202102,중식,1,30,61493,1563164940
202102,중식,1,40,109405,2677093775
202102,중식,1,50,74171,1766598338
202102,중식,1,60,24146,566421189
202102,중식,1,70,5515,129155438
202102,중식,1,80,927,24739160
202102,중식,1,90,55,1755720
202102,중식,2,0,1,7200
202102,중식,2,10,88,1787020
202102,중식,2,20,17522,425556294
202102,중식,2,30,46801,1210716975
202102,중식,2,40,106219,2504679810
202102,중식,2,50,75112,1785814269
202102,중식,2,60,24960,618321880
202102,중식,2,70,5531,141032990
202102,중식,2,80,927,25943980
202102,중식,2,90,26,1020000
202102,양식,1,10,59,2059870
202102,양식,1,20,10551,363129701
202102,양식,1,30,26328,947104320
202102,양식,1,40,30982,1080974268
202102,양식,1,50,21632,733645503
202102,양식,1,60,5911,200665218
202102,양식,1,70,1114,40334601
202102,양식,1,80,239,11140400
202102,양식,1,90,22,651000
202102,양식,2,10,60,1652103
202102,양식,2,20,18377,608221948
202102,양식,2,30,33482,1089326366
202102,양식,2,40,50180,1547389744
202102,양식,2,50,37237,1133913129
202102,양식,2,60,9252,311915526
202102,양식,2,70,1497,56499559
202102,양식,2,80,256,10808650
202102,양식,2,90,10,475300
202102,패스트푸드점,1,0,6,67500
202102,패스트푸드점,1,10,229,2112880
202102,패스트푸드점,1,20,34669,306597224
202102,패스트푸드점,1,30,107525,964367367
202102,패스트푸드점,1,40,147433,1478561173
202102,패스트푸드점,1,50,71029,700119795
202102,패스트푸드점,1,60,17481,153611460
202102,패스트푸드점,1,70,4159,36486440
202102,패스트푸드점,1,80,1045,8896075
202102,패스트푸드점,1,90,58,643900
202102,패스트푸드점,2,10,112,1006170
202102,패스트푸드점,2,20,30474,271580827
202102,패스트푸드점,2,30,105852,977222517
202102,패스트푸드점,2,40,202196,2025936715
202102,패스트푸드점,2,50,107161,1004238699
202102,패스트푸드점,2,60,29058,257781386
202102,패스트푸드점,2,70,6475,59373395
202102,패스트푸드점,2,80,952,9046870
202102,패스트푸드점,2,90,25,233520
202102,패밀리레스토랑,1,10,17,631680
202102,패밀리레스토랑,1,20,3080,94634670
202102,패밀리레스토랑,1,30,9307,288882508
202102,패밀리레스토랑,1,40,14888,444668191
202102,패밀리레스토랑,1,50,10212,294490313
202102,패밀리레스토랑,1,60,2417,65716648
202102,패밀리레스토랑,1,70,470,13333131
202102,패밀리레스토랑,1,80,97,3167265
202102,패밀리레스토랑,1,90,7,243000
202102,패밀리레스토랑,2,10,14,254760
